"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"41","cup",3,3.42,8,15,3,1,"Noun"
"42","stairs",6,3.08,1,9,5,1,"Noun"
"43","guys",4,4.51,4,18,3,1,"Noun"
"44","drugs",5,3.39,2,4,5,1,"Noun"
"45","weight",6,3.27,3,30,3,1,"Noun"
"46","shoe",4,3.19,6,33,2,1,"Noun"
"47","peace",5,3.55,3,22,3,1,"Noun"
"48","leg",3,3.46,12,13,3,1,"Noun"
"49","age",3,3.61,10,13,2,1,"Noun"
"50","yard",4,3.11,6,13,4,1,"Noun"
"51","toast",5,3.23,3,11,4,1,"Noun"
"52","note",4,3.44,7,29,3,1,"Noun"
"53","flowers",7,3.39,2,6,5,1,"Noun"
"54","mouth",5,3.73,4,6,3,1,"Noun"
"55","car",3,4.39,15,21,3,1,"Noun"
"56","beer",4,3.59,12,40,3,1,"Noun"
"57","pilot",5,3.13,1,5,5,2,"Noun"
"58","coast",5,3.13,3,15,4,1,"Noun"
"59","bat",3,3.02,19,37,3,1,"Noun"
"60","key",3,3.65,3,23,2,1,"Noun"
"61","cop",3,3.64,17,23,3,1,"Noun"
"62","fruit",5,3.04,0,6,4,1,"Noun"
"63","bunch",5,3.48,6,8,4,1,"Noun"
"64","mind",4,4.39,13,17,4,1,"Noun"
"65","kitchen",7,3.47,0,0,5,2,"Noun"
"66","crap",4,3.5,8,12,4,1,"Noun"
"67","moon",4,3.41,11,25,3,1,"Noun"
"68","navy",4,3.12,1,4,4,2,"Noun"
"69","patient",7,3.51,0,1,5,2,"Noun"
"70","model",5,3.21,5,12,4,2,"Noun"
"71","flat",4,3.13,11,12,4,1,"Noun"
"72","bow",3,3.01,18,35,2,1,"Noun"
"73","member",6,3.17,0,0,5,2,"Noun"
"74","hour",4,3.92,7,13,2,1,"Noun"
"75","way",3,4.86,18,22,2,1,"Noun"
"76","soul",4,3.59,5,30,3,1,"Noun"
"77","track",5,3.45,6,8,4,1,"Noun"
"78","wind",4,3.48,12,14,4,1,"Noun"
"79","alarm",5,3.18,0,0,5,2,"Noun"
"80","hell",4,4.38,16,35,3,1,"Noun"
"81","prize",5,3.06,3,12,4,1,"Noun"
"82","wedding",7,3.71,3,16,5,2,"Noun"
"83","firm",4,3.26,4,12,3,1,"Noun"
"84","ally",4,3.22,1,8,3,2,"Noun"
"85","tea",3,3.48,7,27,2,1,"Noun"
"86","wound",5,3.13,8,13,4,1,"Noun"
"87","glass",5,3.49,3,5,4,1,"Noun"
"88","stone",5,3.32,8,12,4,1,"Noun"
"89","neck",4,3.48,5,14,3,1,"Noun"
"90","farm",4,3.19,6,5,4,1,"Noun"
"91","killer",6,3.51,4,16,4,2,"Noun"
"92","shot",4,4.06,11,22,3,1,"Noun"
"93","world",5,4.37,1,10,4,1,"Noun"
"94","boy",3,4.43,15,17,2,1,"Noun"
"95","mile",4,3.03,21,28,3,1,"Noun"
"96","sale",4,3.11,19,40,3,1,"Noun"
"97","miss",4,4.38,8,22,3,1,"Noun"
"98","apple",5,3.08,2,4,3,2,"Noun"
"99","post",4,3.22,12,16,4,1,"Noun"
"100","hair",4,3.89,5,32,3,1,"Noun"
"101","sight",5,3.36,8,30,3,1,"Noun"
"102","ticket",6,3.37,4,1,5,2,"Noun"
"103","bike",4,3.12,9,22,3,1,"Noun"
"104","pride",5,3.15,5,14,4,1,"Noun"
"105","meal",4,3.17,12,33,3,1,"Noun"
"106","pen",3,3.1,19,25,3,1,"Noun"
"107","day",3,4.61,16,25,2,1,"Noun"
"108","grave",5,3.13,9,16,4,1,"Noun"
"109","list",4,3.61,12,22,4,1,"Noun"
"110","ride",4,3.84,15,41,3,1,"Noun"
"111","guest",5,3.31,2,16,4,1,"Noun"
"112","murder",6,3.76,0,9,4,2,"Noun"
"113","bay",3,3.09,19,29,2,1,"Noun"
"114","picture",7,3.85,0,0,5,2,"Noun"
"115","city",4,3.94,2,12,4,2,"Noun"
"116","shock",5,3.17,6,25,3,1,"Noun"
"117","taxi",4,3.12,1,3,5,2,"Noun"
"118","spring",6,3.2,5,8,5,1,"Noun"
"119","girl",4,4.45,2,15,3,1,"Noun"
"120","luck",4,3.89,11,23,3,1,"Noun"
"121","island",6,3.31,1,0,5,2,"Noun"
"122","earth",5,3.71,0,7,2,1,"Noun"
"123","eggs",4,3.29,0,5,3,1,"Noun"
"124","heaven",6,3.46,3,5,4,2,"Noun"
"125","path",4,3.1,7,16,3,1,"Noun"
"126","pipe",4,3,6,17,3,1,"Noun"
"127","duty",4,3.42,1,11,4,2,"Noun"
"128","money",5,4.51,3,19,4,2,"Noun"
"129","phone",5,4.14,3,27,3,1,"Noun"
"130","foot",4,3.52,11,10,3,1,"Noun"
"131","hole",4,3.47,13,37,3,1,"Noun"
"132","knife",5,3.38,0,9,3,1,"Noun"
"133","address",7,3.43,0,0,5,2,"Noun"
"134","drama",5,3.01,0,0,5,2,"Noun"
"135","study",5,3.4,1,6,5,2,"Noun"
"136","mate",4,3.17,22,39,3,1,"Noun"
"137","river",5,3.45,7,8,4,2,"Noun"
"138","wing",4,3.01,10,20,3,1,"Noun"
"139","garage",6,3.14,0,1,5,2,"Noun"
"140","baby",4,4.41,1,4,4,2,"Noun"
"141","book",4,3.96,13,20,3,1,"Noun"
"142","gas",3,3.54,8,16,3,1,"Noun"
"143","fever",5,3.01,4,8,4,2,"Noun"
"144","supper",6,3,0,6,4,2,"Noun"
"145","knowledge",9,3.11,0,1,5,2,"Noun"
"146","tank",4,3.12,11,12,4,1,"Noun"
"147","school",6,4.23,0,9,4,1,"Noun"
"148","noise",5,3.25,4,10,3,1,"Noun"
"149","plane",5,3.69,5,10,4,1,"Noun"
"150","shower",6,3.32,2,14,3,1,"Noun"
"151","king",4,3.82,8,16,3,1,"Noun"
"152","law",3,3.77,12,15,2,1,"Noun"
"153","sister",6,3.96,3,3,5,2,"Noun"
"154","machine",7,3.55,0,0,5,2,"Noun"
"155","race",4,3.5,14,26,3,1,"Noun"
"156","lord",4,3.85,7,23,4,1,"Noun"
"157","weeks",5,3.82,2,10,4,1,"Noun"
"158","game",4,4.08,13,19,3,1,"Noun"
"159","flight",6,3.48,5,15,4,1,"Noun"
"160","fault",5,3.73,2,9,4,1,"Noun"
"161","dozen",5,3.09,1,1,4,2,"Noun"
"162","pulse",5,3.08,1,3,4,1,"Noun"
"163","wolf",4,3.01,2,1,4,1,"Noun"
"164","row",3,3.13,17,30,2,1,"Noun"
"165","soup",4,3.11,4,17,3,1,"Noun"
"166","score",5,3.19,9,8,4,1,"Noun"
"167","dust",4,3.09,10,11,4,1,"Noun"
"168","shame",5,3.33,7,17,3,1,"Noun"
"169","word",4,4.08,10,23,3,1,"Noun"
"170","haven",5,4.28,1,5,4,2,"Noun"
"171","copy",4,3.43,4,10,4,2,"Noun"
"172","horn",4,3.03,6,18,4,1,"Noun"
"173","part",4,4.13,14,14,4,1,"Noun"
"174","poison",6,3.1,1,1,4,2,"Noun"
"175","cancer",6,3.06,5,5,5,2,"Noun"
"176","fate",4,3.14,17,31,3,1,"Noun"
"177","service",7,3.61,1,3,5,2,"Noun"
"178","water",5,4.06,6,7,4,2,"Noun"
"179","coat",4,3.33,8,26,3,1,"Noun"
"180","cents",5,3.05,3,5,5,1,"Noun"
"181","fellow",6,3.48,5,12,4,2,"Noun"
"182","damage",6,3.23,0,0,5,2,"Noun"
"183","food",4,3.9,9,18,3,1,"Noun"
"184","guests",6,3.12,0,9,5,1,"Noun"
"185","clothes",7,3.71,1,14,4,1,"Noun"
"186","gate",4,3.21,16,26,3,1,"Noun"
"187","thoughts",8,3.23,0,0,4,1,"Noun"
"188","heart",5,4.1,2,15,4,1,"Noun"
"189","birthday",8,3.7,0,0,5,2,"Noun"
"190","style",5,3.19,2,9,4,1,"Noun"
"191","bucks",5,3.46,5,12,4,1,"Noun"
"192","juice",5,3.14,1,13,3,1,"Noun"
"193","crack",5,3.22,6,16,4,1,"Noun"
"194","rights",6,3.18,4,19,4,1,"Noun"
"195","cousin",6,3.4,0,2,4,2,"Noun"
"196","wave",4,3.04,14,25,3,1,"Noun"
"197","license",7,3.21,0,0,5,2,"Noun"
"198","cell",4,3.44,11,25,3,1,"Noun"
"199","county",6,3.24,2,4,5,2,"Noun"
"200","theory",6,3.16,0,0,5,2,"Noun"
"201","salt",4,3,5,9,4,1,"Noun"
"202","screen",6,3.08,0,3,5,1,"Noun"
"203","pardon",6,3.52,1,3,5,2,"Noun"
"204","area",4,3.58,3,3,4,2,"Noun"
"205","road",4,3.76,6,36,3,1,"Noun"
"206","date",4,3.86,17,25,3,1,"Noun"
"207","court",5,3.71,1,19,4,1,"Noun"
"208","star",4,3.62,10,8,4,1,"Noun"
"209","office",6,4.02,0,0,4,2,"Noun"
"210","nation",6,3.02,2,3,4,2,"Noun"
"211","lawyer",6,3.61,1,3,4,2,"Noun"
"212","rose",4,3.43,18,35,3,1,"Noun"
"213","journey",7,3.01,1,7,4,2,"Noun"
"214","bear",4,3.47,19,34,3,1,"Noun"
"215","beef",4,3,6,19,3,1,"Noun"
"216","deal",4,4.12,16,27,3,1,"Noun"
"217","boat",4,3.69,9,31,3,1,"Noun"
"218","harm",4,3.21,6,8,4,1,"Noun"
"219","mess",4,3.6,9,21,3,1,"Noun"
"220","colonel",7,3.69,0,3,4,2,"Noun"
"221","button",6,3.16,1,5,4,2,"Noun"
"222","lover",5,3.13,12,8,4,2,"Noun"
"223","dad",3,4.41,15,22,3,1,"Noun"
"224","print",5,3.01,2,2,5,1,"Noun"
"225","cat",3,3.53,18,32,3,1,"Noun"
"226","message",7,3.67,1,1,5,2,"Noun"
"227","form",4,3.34,10,13,4,1,"Noun"
"228","kid",3,4.24,8,18,3,1,"Noun"
"229","lips",4,3.2,7,11,4,1,"Noun"
"230","rent",4,3.25,15,19,4,1,"Noun"
"231","others",6,3.7,1,0,4,2,"Noun"
"232","marriage",8,3.59,1,1,5,2,"Noun"
"233","color",5,3.3,1,9,4,2,"Noun"
"234","nights",6,3.24,4,16,4,1,"Noun"
"235","code",4,3.43,14,30,3,1,"Noun"
"236","marks",5,3.05,5,9,5,1,"Noun"
"237","duke",4,3.11,7,17,3,1,"Noun"
"238","brains",6,3.15,5,10,5,1,"Noun"
"239","finger",6,3.27,6,1,5,2,"Noun"
"240","stock",5,3.11,6,10,4,1,"Noun"
"241","nose",4,3.55,12,25,3,1,"Noun"
"242","danger",6,3.35,5,2,5,2,"Noun"
"243","devil",5,3.32,0,3,4,2,"Noun"
"244","breath",6,3.36,2,4,4,1,"Noun"
"245","theater",7,3.09,0,0,5,2,"Noun"
"246","folks",5,3.59,2,9,4,1,"Noun"
"247","file",4,3.35,14,29,3,1,"Noun"
"248","pig",3,3.3,12,20,3,1,"Noun"
"249","rush",4,3.2,13,14,3,1,"Noun"
"250","shoulder",8,3.13,1,5,5,2,"Noun"
"251","cooking",7,3.12,5,4,5,2,"Noun"
"252","bus",3,3.58,8,20,3,1,"Noun"
"253","punk",4,3.05,11,10,4,1,"Noun"
"254","ships",5,3,7,11,4,1,"Noun"
"255","papa",4,3.34,1,5,4,2,"Noun"
"256","fishing",7,3.08,1,4,5,2,"Noun"
"257","bags",4,3.16,12,11,4,1,"Noun"
"258","affair",6,3.18,0,3,4,2,"Noun"
"259","desire",6,3.01,0,1,5,2,"Noun"
"260","doors",5,3.24,4,20,4,1,"Noun"
"261","brother",7,4.16,1,1,5,2,"Noun"
"262","base",4,3.26,14,21,3,1,"Noun"
"263","gods",4,3.04,5,9,4,1,"Noun"
"264","couch",5,3.08,6,7,3,1,"Noun"
"265","believe",7,4.5,1,2,5,2,"Verb"
"266","smells",6,3.14,5,6,5,1,"Verb"
"267","leads",5,3,8,17,4,1,"Verb"
"268","are",3,5.42,16,14,2,1,"Verb"
"269","carol",5,3.17,1,8,5,2,"Name"
"270","recall",6,3,0,1,5,2,"Verb"
"271","invite",6,3.18,1,4,5,2,"Verb"
"272","normal",6,3.56,2,3,5,2,"Adjective"
"273","sit",3,4.2,16,32,3,1,"Verb"
"274","married",7,4.09,4,4,5,2,"Adjective"
"275","honest",6,3.57,0,0,5,2,"Adjective"
"276","hurts",5,3.28,1,9,4,1,"Verb"
"277","tiny",4,3.22,3,7,4,2,"Adjective"
"278","josh",4,3.02,5,11,3,1,"Name"
"279","lousy",5,3.08,2,1,4,2,"Adjective"
"280","worth",5,3.75,2,11,3,1,"Preposition"
"281","shore",5,3.01,13,34,3,1,"Name"
"282","somehow",7,3.36,0,0,5,2,"Adverb"
"283","must",4,4.55,15,16,4,1,"Verb"
"284","less",4,3.75,8,18,3,1,"Adverb"
"285","easy",4,4.13,2,3,3,2,"Adjective"
"286","split",5,3.29,1,1,5,1,"Verb"
"287","around",6,4.57,2,6,5,2,"Adverb"
"288","waited",6,3.17,7,14,5,2,"Verb"
"289","own",3,4.37,2,17,2,1,"Determiner"
"290","forced",6,3.13,4,4,5,1,"Verb"
"291","fancy",5,3.25,2,2,5,2,"Adjective"
"292","sure",4,4.75,6,17,3,1,"Adjective"
"293","stand",5,4.06,2,8,5,1,"Verb"
"294","over",4,4.83,3,8,3,2,"Adverb"
"295","first",5,4.63,0,11,4,1,"Number"
"296","means",5,4.05,8,18,4,1,"Verb"
"297","attacked",8,3.09,2,4,5,2,"Verb"
"298","famous",6,3.36,0,0,5,2,"Adjective"
"299","ours",4,3.26,2,7,3,1,"Pronoun"
"300","bill",4,3.78,16,34,3,1,"Name"
"301","kicked",6,3.19,6,11,4,1,"Verb"
"302","near",4,3.63,13,31,3,1,"Preposition"
"303","lose",4,3.92,14,31,3,1,"Verb"
"304","enjoy",5,3.63,1,1,4,2,"Verb"
"305","pierce",6,3.12,2,6,4,1,"Name"
"306","under",5,4.13,1,2,4,2,"Preposition"
"307","cold",4,3.82,12,23,4,1,"Adjective"
"308","final",5,3.4,0,7,4,2,"Adjective"
"309","enough",6,4.41,0,1,4,2,"Adverb"
"310","entire",6,3.61,1,1,5,2,"Adjective"
"311","pretty",6,4.3,0,3,5,2,"Adverb"
"312","off",3,4.78,2,10,2,1,"Adverb"
"313","makes",5,4.09,10,12,4,1,"Verb"
"314","afraid",6,4.1,0,0,5,2,"Adjective"
"315","break",5,4.05,5,11,4,1,"Verb"
"316","young",5,4.09,0,6,3,1,"Adjective"
"317","wish",4,4.08,7,14,3,1,"Verb"
"318","taking",6,4.09,5,9,5,2,"Verb"
"319","stops",5,3.05,2,6,5,1,"Verb"
"320","foreign",7,3.06,0,4,5,2,"Adjective"
"321","choose",6,3.39,1,17,3,1,"Verb"
"322","brave",5,3.21,5,9,4,1,"Adjective"
"323","all",3,5.42,5,18,2,1,"Determiner"
"324","him",3,5.25,12,22,3,1,"Pronoun"
"325","look",4,5,11,18,3,1,"Verb"
"326","miller",6,3.07,4,11,4,2,"Name"
"327","return",6,3.67,0,1,5,2,"Verb"
"328","yelling",7,3.04,5,5,5,2,"Verb"
"329","ran",3,3.63,17,28,3,1,"Verb"
"330","per",3,3.06,9,16,2,1,"Preposition"
"331","mention",7,3.48,0,3,5,2,"Verb"
"332","planned",7,3.21,2,7,5,1,"Verb"
"333","laid",4,3.18,9,33,3,1,"Verb"
"334","drive",5,3.89,1,7,4,1,"Verb"
"335","early",5,3.74,0,8,3,2,"Adverb"
"336","pass",4,3.74,14,21,3,1,"Verb"
"337","come",4,5.2,15,22,3,1,"Verb"
"338","someday",7,3.24,0,2,5,2,"Adverb"
"339","stole",5,3.43,6,11,4,1,"Verb"
"340","pushed",6,3.02,4,1,4,1,"Verb"
"341","feed",4,3.34,14,26,3,1,"Verb"
"342","whose",5,3.5,4,33,3,1,"Determiner"
"343","nothing",7,4.64,0,2,5,2,"Pronoun"
"344","crying",6,3.43,3,4,5,2,"Verb"
"345","heard",5,4.3,4,20,3,1,"Verb"
"346","tied",4,3.14,6,30,3,1,"Verb"
"347","avoid",5,3.09,0,2,4,2,"Verb"
"348","least",5,4.03,6,14,4,1,"Adverb"
"349","trying",6,4.36,4,3,5,2,"Verb"
"350","good",4,5.12,8,10,3,1,"Adjective"
"351","grand",5,3.51,4,9,5,1,"Adjective"
"352","below",5,3.16,0,12,4,2,"Adverb"
"353","swing",5,3.12,6,16,4,1,"Verb"
"354","gay",3,3.48,17,20,2,1,"Adjective"
"355","do",2,5.5,7,30,2,1,"Verb"
"356","old",3,4.49,1,2,3,1,"Adjective"
"357","made",4,4.46,12,30,3,1,"Verb"
"358","spread",6,3.2,0,1,5,1,"Verb"
"359","white",5,3.94,3,8,4,1,"Adjective"
"360","written",7,3.35,0,8,4,2,"Verb"
"361","simple",6,3.66,5,5,5,2,"Adjective"
"362","stick",5,3.69,6,14,4,1,"Verb"
"363","free",4,3.96,4,11,3,1,"Adjective"
"364","know",4,5.47,4,33,2,1,"Verb"
"365","prefer",6,3.23,0,0,5,2,"Verb"
"366","teach",5,3.57,4,16,3,1,"Verb"
"367","proud",5,3.63,0,8,4,1,"Adjective"
"368","open",4,4.21,3,4,4,2,"Verb"
"369","my",2,5.54,4,31,2,1,"Pronoun"
"370","freeze",6,3.22,2,14,4,1,"Verb"
"371","burned",6,3.16,3,13,4,1,"Verb"
"372","dirty",5,3.53,1,9,4,2,"Adjective"
"373","join",4,3.63,3,9,3,1,"Verb"
"374","who",3,5.05,2,38,2,1,"Pronoun"
"375","few",3,4.19,10,12,3,1,"Determiner"
"376","lower",5,3.15,10,15,3,1,"Adjective"
"377","afford",6,3.36,0,4,5,2,"Verb"
"378","checked",7,3.38,1,9,4,1,"Verb"
"379","pray",4,3.27,7,11,3,1,"Verb"
"380","much",4,4.7,4,16,3,1,"Determiner"
"381","ready",5,4.3,4,14,4,2,"Adjective"
"382","ate",3,3.24,9,17,2,1,"Verb"
"383","skip",4,3.03,8,9,4,1,"Verb"
"384","six",3,4.01,11,19,4,1,"Number"
"385","swim",4,3.21,6,11,4,1,"Verb"
"386","say",3,4.92,25,29,2,1,"Verb"
"387","either",6,3.97,3,3,3,2,"Adverb"
"388","jealous",7,3.29,1,1,5,2,"Adjective"
"389","need",4,4.82,7,25,3,1,"Verb"
"390","ten",3,3.87,16,24,3,1,"Number"
"391","set",3,4.07,18,27,3,1,"Verb"
"392","bust",4,3.15,14,18,4,1,"Verb"
"393","clever",6,3.14,1,2,5,2,"Adjective"
"394","selling",7,3.28,5,8,5,2,"Verb"
"395","ought",5,3.61,1,14,2,1,"Verb"
"396","three",5,4.44,1,9,3,1,"Number"
"397","settle",6,3.33,4,13,4,2,"Verb"
"398","piss",4,3.08,10,24,3,1,"Verb"
"399","hurry",5,3.95,3,6,4,2,"Verb"
"400","hide",4,3.55,10,32,3,1,"Verb"
"401","not",3,5.44,15,29,3,1,"Not"
"402","legal",5,3.26,1,1,5,2,"Adjective"
"403","slept",5,3.26,2,6,5,1,"Verb"
"404","from",4,5.02,2,4,4,1,"Preposition"
"405","of",2,5.77,8,5,2,1,"Preposition"
"406","golden",6,3.07,0,0,5,2,"Adjective"
"407","get",3,5.37,14,18,3,1,"Verb"
"408","deserve",7,3.35,1,2,5,2,"Verb"
"409","told",4,4.55,10,16,4,1,"Verb"
"410","never",5,4.84,4,3,4,2,"Adverb"
"411","bloody",6,3.29,2,0,5,2,"Adjective"
"412","dean",4,3.3,9,26,3,1,"Name"
"413","tired",5,3.76,8,10,4,1,"Adjective"
"414","armed",5,3.07,1,4,4,1,"Adjective"
"415","male",4,3.24,23,46,3,1,"Adjective"
"416","draw",4,3.31,5,2,3,1,"Verb"
"417","why",3,5.06,5,3,3,1,"Adverb"
"418","fought",6,3.13,3,22,3,1,"Verb"
"419","scream",6,3.13,1,4,5,1,"Verb"
"420","far",3,4.05,16,17,3,1,"Adverb"
"421","just",4,5.38,8,10,4,1,"Adverb"
"422","outside",7,3.94,2,2,5,2,"Adverb"
"423","spend",5,3.68,3,8,5,1,"Verb"
"424","we",2,5.66,4,23,2,1,"Pronoun"
"425","seems",5,3.93,6,12,4,1,"Verb"
"426","loving",6,3.11,4,3,5,2,"Verb"
"427","travel",6,3.23,1,1,5,2,"Verb"
"428","led",3,3.09,11,25,3,1,"Verb"
"429","whom",4,3.25,3,24,3,1,"Pronoun"
"430","royal",5,3.07,1,3,4,1,"Adjective"
"431","ahead",5,4,0,1,4,2,"Adverb"
"432","liked",5,3.6,4,9,4,1,"Verb"
"433","worst",5,3.46,1,12,4,1,"Adjective"
"434","smoke",5,3.52,4,6,4,1,"Verb"
"435","robin",5,3.1,1,3,5,2,"Name"
"436","lying",5,3.65,3,7,4,2,"Verb"
"437","fly",3,3.64,4,13,3,1,"Verb"
"438","answer",6,3.95,0,0,4,2,"Verb"
"439","quite",5,4.01,3,4,4,1,"Adverb"
"440","born",4,3.63,11,17,4,1,"Verb"
"441","caught",6,3.68,2,23,3,1,"Verb"
"442","better",6,4.61,7,16,4,2,"Adverb"
"443","which",5,4.39,0,7,4,1,"Determiner"
"444","assure",6,3.01,1,4,4,2,"Verb"
"445","ill",3,3.04,2,20,2,1,"Name"
"446","finish",6,3.7,0,2,5,2,"Verb"
"447","bud",3,3.26,13,25,3,1,"Name"
"448","allowed",7,3.36,1,4,4,2,"Verb"
"449","become",6,3.77,1,2,5,2,"Verb"
"450","began",5,3.22,3,3,5,2,"Verb"
"451","walk",4,4.04,5,15,3,1,"Verb"
"452","pack",4,3.35,16,35,3,1,"Verb"
"453","later",5,4.17,7,21,4,2,"Adverb"
"454","eve",3,3.16,3,6,2,1,"Name"
"455","great",5,4.62,3,19,4,1,"Adjective"
"456","tight",5,3.41,7,34,3,1,"Adverb"
"457","rare",4,3.04,16,31,3,1,"Adjective"
"458","quit",4,3.66,3,8,4,1,"Verb"
"459","dark",4,3.66,9,8,4,1,"Adjective"
"460","dig",3,3.37,14,19,3,1,"Verb"
"461","pure",4,3.1,9,1,4,1,"Adjective"
"462","safe",4,3.86,8,12,3,1,"Adjective"
"463","them",4,4.96,5,6,3,1,"Pronoun"
"464","sat",3,3.16,20,31,3,1,"Verb"
"465","touch",5,3.88,4,12,3,1,"Verb"
"466","swear",5,3.65,4,10,4,1,"Verb"
"467","enter",5,3.18,1,2,4,2,"Verb"
"468","manage",6,3.04,0,0,5,2,"Verb"
"469","clear",5,3.94,2,8,4,1,"Adjective"
"470","thou",4,3.06,2,15,2,1,"Pronoun"
"471","fine",4,4.48,16,27,3,1,"Adjective"
"472","rob",3,3.08,15,17,3,1,"Verb"
"473","hate",4,4.04,16,26,3,1,"Verb"
"474","sound",5,3.86,7,13,4,1,"Verb"
"475","argue",5,3,0,0,5,2,"Verb"
"476","within",6,3.48,0,1,5,2,"Preposition"
"477","helps",5,3.04,2,3,5,1,"Verb"
"478","lovely",6,3.69,2,1,5,2,"Adjective"
"479","rough",5,3.28,5,19,3,1,"Adjective"
"480","cool",4,4,9,21,3,1,"Adjective"
